layer,bbq_correct,bbq_accuracy
1,98,0.32666666666666666
2,139,0.5129151291512916
3,137,0.5055350553505535
4,142,0.5259259259259259
5,135,0.5
6,133,0.4925925925925926
7,142,0.5259259259259259
8,135,0.5
9,151,0.5592592592592592
10,148,0.5481481481481482
11,149,0.5518518518518518
12,131,0.48518518518518516
13,148,0.5481481481481482
14,145,0.5370370370370371
15,140,0.5185185185185185
16,147,0.5444444444444444
17,141,0.5222222222222223
18,141,0.5222222222222223
19,143,0.5296296296296297
20,141,0.5222222222222223
21,140,0.5185185185185185
22,140,0.5185185185185185
23,139,0.5148148148148148
24,141,0.5222222222222223
25,140,0.5185185185185185
26,140,0.5185185185185185
27,140,0.5185185185185185
28,140,0.5185185185185185
29,140,0.5185185185185185
30,141,0.5222222222222223
31,140,0.5185185185185185
